split,threat_type,event_text
train,ransomware,LockBit ransomware dropped report.xlsm then encrypted Documents on LAB-PC-63 [device=SRV-AD-01 source=Proxy]
train,ransomware,vssadmin delete shadows then Conti ransomware locked files as .locked
train,ransomware,Ransom note README_FOR_DECRYPT.txt: pay bitcoin wallet for the decryption key [user=demo evt=480049]
train,ransomware,"Host WS-ACCOUNTS-04: files encrypted by LockBit, crypto payment demanded [proto=RDP evt=420263]"
train,ransomware,"Desktop note: your files have been encrypted, do not turn off the PC [proto=FILE source=Network IDS]"
train,ransomware,LockBit ransomware encrypted Documents and demanded a bitcoin wallet on LAB-PC-74 [device=LAB-PC-44 proto=TCP]
train,ransomware,Conti ransom note update.msi: how to decrypt after shadow copies deleted [device=PC-LIBRARY-03 proto=HTTPS]
train,ransomware,Your files are encrypted. Pay crypto for the decryption key. Do not turn off the PC [confidence=medium proto=RDP]
train,ransomware,vssadmin delete shadows then LockBit locked files as .locked on 10.87.54.200
train,ransomware,Your files have been encrypted. Pay bitcoin wallet for decryption key [user=labtech source=Email]
train,ransomware,LockBit ransomware locked files as .locked and demanded crypto payment
train,ransomware,README_FOR_DECRYPT.txt how to decrypt. Shadow copies deleted on PC-LAB-NET-14 [evt=357393 sensor=mail]
train,ransomware,Conti ransomware encrypted documents on 172.16.4.18. Pay in crypto [sensor=agent confidence=medium]
train,ransomware,Your files are encrypted. Do not turn off the PC. Bitcoin wallet demanded [source=Proxy sensor=mail]
train,ransomware,LockBit ransomware dropped readme_for_decrypt.txt then encrypted Documents on PC-RECEPTION-01 [sensor=usb user=srinu]
train,ransomware,vssadmin delete shadows then Conti ransomware locked files as .locked
train,ransomware,Ransom note README_FOR_DECRYPT.txt: pay bitcoin wallet for the decryption key [confidence=critical evt=116538]
train,ransomware,"Host VM-SOC-LAB-11: files encrypted by LockBit, crypto payment demanded"
train,ransomware,"Desktop note: your files have been encrypted, do not turn off the PC"
train,ransomware,LockBit ransomware encrypted Documents and demanded a bitcoin wallet on LAPTOP-HR04 [source=Sysmon proto=TCP]
train,ransomware,Conti ransom note payroll-2026.xls.exe: how to decrypt after shadow copies deleted
train,ransomware,Your files are encrypted. Pay crypto for the decryption key. Do not turn off the PC [source=Auth evt=774705]
train,ransomware,vssadmin delete shadows then LockBit locked files as .locked on 10.87.54.139
train,ransomware,Your files have been encrypted. Pay bitcoin wallet for decryption key [sensor=mail ts=2026-05-13T06:26Z]
train,ransomware,LockBit ransomware locked files as .locked and demanded crypto payment [confidence=critical user=helpdesk]
train,ransomware,README_FOR_DECRYPT.txt how to decrypt. Shadow copies deleted on LAB-PC-54 [ts=2026-03-26T10:20Z sensor=sysmon]
train,ransomware,Conti ransomware encrypted documents on 10.87.54.200. Pay in crypto
train,ransomware,Your files are encrypted. Do not turn off the PC. Bitcoin wallet demanded [user=cashier sensor=siem]
train,ransomware,LockBit ransomware dropped exam-results.xlsm then encrypted Documents on NURSE-STATION-2
train,ransomware,vssadmin delete shadows then Conti ransomware locked files as .locked [sensor=siem source=Laptop File Guard]
train,ransomware,Ransom note README_FOR_DECRYPT.txt: pay bitcoin wallet for the decryption key [source=Endpoint ts=2026-06-14T01:13Z]
train,ransomware,"Host VM-PROJECT-03: files encrypted by LockBit, crypto payment demanded [device=LAB-PC-51 confidence=critical]"
train,ransomware,"Desktop note: your files have been encrypted, do not turn off the PC [confidence=critical sensor=sysmon]"
train,ransomware,LockBit ransomware encrypted Documents and demanded a bitcoin wallet on PC-LAB-NET-14 [ts=2026-05-23T14:19Z device=VM-SOC-LAB-11]
train,ransomware,Conti ransom note invoice.pdf.exe: how to decrypt after shadow copies deleted
train,ransomware,Your files are encrypted. Pay crypto for the decryption key. Do not turn off the PC
train,ransomware,vssadmin delete shadows then LockBit locked files as .locked on 192.168.1.24 [proto=SMTP confidence=medium]
train,ransomware,Your files have been encrypted. Pay bitcoin wallet for decryption key [ts=2026-01-21T13:32Z device=PC-LIBRARY-03]
train,ransomware,LockBit ransomware locked files as .locked and demanded crypto payment
train,ransomware,README_FOR_DECRYPT.txt how to decrypt. Shadow copies deleted on KIOSK-FRONT-2 [evt=456815 device=WS-EXAM-CELL]
train,ransomware,Conti ransomware encrypted documents on 192.168.43.12. Pay in crypto
train,ransomware,Your files are encrypted. Do not turn off the PC. Bitcoin wallet demanded
train,ransomware,LockBit ransomware dropped camera_backup.zip.exe then encrypted Documents on PC-RECEPTION-01 [user=admin ts=2026-01-24T14:56Z]
train,ransomware,vssadmin delete shadows then Conti ransomware locked files as .locked [device=LAB-PC-86 ts=2026-07-15T05:42Z]
train,ransomware,Ransom note README_FOR_DECRYPT.txt: pay bitcoin wallet for the decryption key [device=VM-STUDENT-09 source=Network IDS]
train,ransomware,"Host LAB-PC-74: files encrypted by LockBit, crypto payment demanded [proto=HTTPS ts=2026-01-18T05:23Z]"
train,ransomware,"Desktop note: your files have been encrypted, do not turn off the PC"
train,ransomware,LockBit ransomware encrypted Documents and demanded a bitcoin wallet on KIOSK-FRONT-2 [source=Remote Agent confidence=critical]
train,ransomware,Conti ransom note invoice.pdf.exe: how to decrypt after shadow copies deleted
train,ransomware,Your files are encrypted. Pay crypto for the decryption key. Do not turn off the PC [device=PC-RECEPTION-01 sensor=ids]
train,ransomware,vssadmin delete shadows then LockBit locked files as .locked on 192.168.43.12 [confidence=critical ts=2026-07-11T02:55Z]
train,ransomware,Your files have been encrypted. Pay bitcoin wallet for decryption key [proto=UDP ts=2026-02-28T04:02Z]
train,ransomware,LockBit ransomware locked files as .locked and demanded crypto payment
train,ransomware,README_FOR_DECRYPT.txt how to decrypt. Shadow copies deleted on MAIL-GW-1 [source=Endpoint confidence=critical]
train,ransomware,Conti ransomware encrypted documents on 192.168.0.55. Pay in crypto [proto=RDP device=PC-LAB-NET-14]
train,ransomware,Your files are encrypted. Do not turn off the PC. Bitcoin wallet demanded [proto=HTTPS sensor=mail]
train,ransomware,LockBit ransomware dropped salary-review.doc.exe then encrypted Documents on DESKTOP-SBJAOKO [user=helpdesk ts=2026-07-19T02:16Z]
train,ransomware,vssadmin delete shadows then Conti ransomware locked files as .locked
train,ransomware,Ransom note README_FOR_DECRYPT.txt: pay bitcoin wallet for the decryption key [source=Laptop File Guard device=WS-EXAM-CELL]
train,ransomware,"Host DESKTOP-SBJAOKO: files encrypted by LockBit, crypto payment demanded"
train,ransomware,"Desktop note: your files have been encrypted, do not turn off the PC [source=DNS proto=UDP]"
train,ransomware,LockBit ransomware encrypted Documents and demanded a bitcoin wallet on PC-RECEPTION-01 [sensor=mail evt=843127]
train,ransomware,Conti ransom note payroll-2026.xls.exe: how to decrypt after shadow copies deleted
train,ransomware,Your files are encrypted. Pay crypto for the decryption key. Do not turn off the PC
train,ransomware,vssadmin delete shadows then LockBit locked files as .locked on 10.87.54.124
train,ransomware,Your files have been encrypted. Pay bitcoin wallet for decryption key
train,ransomware,LockBit ransomware locked files as .locked and demanded crypto payment [evt=769325 sensor=ids]
train,ransomware,README_FOR_DECRYPT.txt how to decrypt. Shadow copies deleted on WS-ACCOUNTS-04 [confidence=critical source=Laptop File Guard]
train,ransomware,Conti ransomware encrypted documents on 10.87.54.113. Pay in crypto [sensor=edr evt=737135]
train,ransomware,Your files are encrypted. Do not turn off the PC. Bitcoin wallet demanded
train,ransomware,LockBit ransomware dropped readme_for_decrypt.txt then encrypted Documents on LAB-PC-46 [evt=880534 proto=SMTP]
train,ransomware,vssadmin delete shadows then Conti ransomware locked files as .locked [ts=2026-05-17T10:10Z device=LAB-PC-20]
train,ransomware,Ransom note README_FOR_DECRYPT.txt: pay bitcoin wallet for the decryption key [user=admin confidence=medium]
train,ransomware,"Host LAB-PC-46: files encrypted by LockBit, crypto payment demanded [user=registrar confidence=critical]"
train,ransomware,"Desktop note: your files have been encrypted, do not turn off the PC [source=USB device=LAPTOP-FACULTY-2]"
train,ransomware,LockBit ransomware encrypted Documents and demanded a bitcoin wallet on LAB-PC-69
train,ransomware,Conti ransom note usb_autorun.inf: how to decrypt after shadow copies deleted [ts=2026-08-23T17:35Z sensor=siem]
train,ransomware,Your files are encrypted. Pay crypto for the decryption key. Do not turn off the PC [ts=2026-05-19T14:02Z user=nurse]
train,ransomware,vssadmin delete shadows then LockBit locked files as .locked on 192.168.43.12 [evt=380734 sensor=mail]
train,ransomware,Your files have been encrypted. Pay bitcoin wallet for decryption key [sensor=mail ts=2026-06-17T02:44Z]
train,ransomware,LockBit ransomware locked files as .locked and demanded crypto payment [source=Network IDS user=warden]
test,ransomware,"LockBit note on desktop: files locked, pay crypto for decryption key"
test,ransomware,Host VM-STUDENT-09 hit by Conti ransomware after vssadmin delete shadows
test,ransomware,"LockBit note on desktop: files locked, pay crypto for decryption key [source=Sysmon device=SRV-AD-01]"
test,ransomware,Host LAB-PC-35 hit by Conti ransomware after vssadmin delete shadows [confidence=critical source=Sysmon]
test,ransomware,"LockBit note on desktop: files locked, pay crypto for decryption key"
test,ransomware,Host LAPTOP-FACULTY-2 hit by Conti ransomware after vssadmin delete shadows [ts=2026-06-14T19:53Z device=PC-RECEPTION-01]
test,ransomware,"LockBit note on desktop: files locked, pay crypto for decryption key [proto=SMTP ts=2026-02-14T02:54Z]"
test,ransomware,Host VM-SOC-LAB-11 hit by Conti ransomware after vssadmin delete shadows
test,ransomware,"LockBit note on desktop: files locked, pay crypto for decryption key [evt=432256 sensor=edr]"
test,ransomware,Host LAPTOP-HR04 hit by Conti ransomware after vssadmin delete shadows
train,spyware,Spyware Pegasus exfiltrating contacts messages location from mobile endpoint [ts=2026-05-10T19:45Z user=helpdesk]
train,spyware,Screen capture spyware stalkerware telemetry to unknown C2 [evt=221875 source=Laptop File Guard]
train,spyware,DarkHotel spyware monitoring student browser sessions on LAB-PC-75 [sensor=sysmon evt=706988]
train,spyware,Spyware family Pegasus privacy exfiltration of messages and location [device=LAB-PC-30 proto=HTTPS]
train,spyware,Stalkerware WebWatcher uploading screenshots from 10.0.0.8 [source=DNS user=student]
train,spyware,Pegasus spyware privacy exfiltration of contacts and location from the phone
train,spyware,Stalkerware on LAB-PC-24 captured screen telemetry and browser sessions for finance
train,spyware,DarkHotel spyware plus WebWatcher screenshots uploaded toward 203.0.113.77 [proto=FILE confidence=medium]
train,spyware,Mobile spyware Pegasus exfiltrating messages to an unknown C2 [sensor=proxy proto=SMTP]
train,spyware,Privacy spyware monitoring principal location and contacts on LAB-PC-10 [evt=679521 ts=2026-03-14T21:50Z]
train,spyware,Stalkerware WebWatcher screen capture spyware uploading telemetry from VM-STUDENT-09 [evt=975376 source=Network IDS]
train,spyware,"Pegasus spyware exfiltrating messages, contacts, and location to unknown C2 [user=cashier source=Network IDS]"
train,spyware,DarkHotel spyware monitoring browser sessions and cookies for nurse [ts=2026-06-24T13:09Z proto=RDP]
train,spyware,Privacy exfiltration spyware on the phone: Pegasus family toward 192.168.0.55 [ts=2026-01-10T16:12Z sensor=proxy]
train,spyware,Spyware Pegasus exfiltrating contacts messages location from mobile endpoint [source=Laptop File Guard evt=609345]
train,spyware,Screen capture spyware stalkerware telemetry to unknown C2 [evt=817216 user=hr]
train,spyware,DarkHotel spyware monitoring warden browser sessions on MAIL-GW-1 [evt=640428 device=LAB-PC-43]
train,spyware,Spyware family Pegasus privacy exfiltration of messages and location [confidence=high sensor=ids]
train,spyware,Stalkerware WebWatcher uploading screenshots from 10.87.54.9 [confidence=high sensor=siem]
train,spyware,Pegasus spyware privacy exfiltration of contacts and location from the phone
train,spyware,Stalkerware on LAB-PC-29 captured screen telemetry and browser sessions for helpdesk [sensor=sysmon confidence=critical]
train,spyware,DarkHotel spyware plus WebWatcher screenshots uploaded toward 8.8.8.8 [evt=950687 ts=2026-05-21T11:20Z]
train,spyware,Mobile spyware Pegasus exfiltrating messages to an unknown C2 [ts=2026-03-17T12:36Z device=LAB-PC-76]
train,spyware,Privacy spyware monitoring warden location and contacts on PC-RECEPTION-01 [user=demo confidence=medium]
train,spyware,Stalkerware WebWatcher screen capture spyware uploading telemetry from VM-PROJECT-03 [ts=2026-04-10T15:05Z evt=267368]
train,spyware,"Pegasus spyware exfiltrating messages, contacts, and location to unknown C2 [sensor=mail confidence=high]"
train,spyware,DarkHotel spyware monitoring browser sessions and cookies for librarian [source=Sysmon ts=2026-06-15T11:29Z]
train,spyware,Privacy exfiltration spyware on the phone: Pegasus family toward 10.87.54.31 [confidence=high sensor=agent]
train,spyware,Spyware Pegasus exfiltrating contacts messages location from mobile endpoint [ts=2026-06-12T04:29Z evt=710935]
train,spyware,Screen capture spyware stalkerware telemetry to unknown C2 [sensor=ids evt=917306]
train,spyware,DarkHotel spyware monitoring akash browser sessions on LAB-PC-17 [confidence=critical evt=443432]
train,spyware,Spyware family Pegasus privacy exfiltration of messages and location [source=Laptop File Guard ts=2026-03-11T02:00Z]
train,spyware,Stalkerware WebWatcher uploading screenshots from 10.87.54.200
train,spyware,Pegasus spyware privacy exfiltration of contacts and location from the phone
train,spyware,Stalkerware on WS-EXAM-CELL captured screen telemetry and browser sessions for registrar [evt=397000 sensor=ids]
train,spyware,DarkHotel spyware plus WebWatcher screenshots uploaded toward 8.8.8.8
train,spyware,Mobile spyware Pegasus exfiltrating messages to an unknown C2 [ts=2026-03-14T21:54Z source=Sysmon]
train,spyware,Privacy spyware monitoring cashier location and contacts on WS-ACCOUNTS-04
train,spyware,Stalkerware WebWatcher screen capture spyware uploading telemetry from LAPTOP-HOD-CSE [source=Laptop Mail Guard confidence=medium]
train,spyware,"Pegasus spyware exfiltrating messages, contacts, and location to unknown C2"
train,spyware,DarkHotel spyware monitoring browser sessions and cookies for cashier
train,spyware,Privacy exfiltration spyware on the phone: Pegasus family toward 10.0.0.8 [proto=UDP sensor=sysmon]
train,spyware,Spyware Pegasus exfiltrating contacts messages location from mobile endpoint [proto=SMB device=VM-SOC-LAB-11]
train,spyware,Screen capture spyware stalkerware telemetry to unknown C2 [device=VM-PROJECT-03 proto=SMB]
train,spyware,DarkHotel spyware monitoring srinu browser sessions on MAIL-GW-1 [ts=2026-06-15T15:09Z confidence=critical]
train,spyware,Spyware family Pegasus privacy exfiltration of messages and location [evt=545941 source=DNS]
train,spyware,Stalkerware WebWatcher uploading screenshots from 172.16.4.18
train,spyware,Pegasus spyware privacy exfiltration of contacts and location from the phone [ts=2026-06-22T19:00Z source=USB]
train,spyware,Stalkerware on SRV-AD-01 captured screen telemetry and browser sessions for faculty [device=NURSE-STATION-2 evt=721621]
train,spyware,DarkHotel spyware plus WebWatcher screenshots uploaded toward 10.87.54.23 [user=helpdesk device=VM-SOC-LAB-11]
train,spyware,Mobile spyware Pegasus exfiltrating messages to an unknown C2 [source=Network IDS evt=499477]
train,spyware,Privacy spyware monitoring registrar location and contacts on KIOSK-FRONT-2
train,spyware,Stalkerware WebWatcher screen capture spyware uploading telemetry from PC-LAB-NET-14 [sensor=agent source=Endpoint]
train,spyware,"Pegasus spyware exfiltrating messages, contacts, and location to unknown C2"
train,spyware,DarkHotel spyware monitoring browser sessions and cookies for student
train,spyware,Privacy exfiltration spyware on the phone: Pegasus family toward 10.10.10.44
train,spyware,Spyware Pegasus exfiltrating contacts messages location from mobile endpoint [ts=2026-07-23T09:51Z proto=SMB]
train,spyware,Screen capture spyware stalkerware telemetry to unknown C2
train,spyware,DarkHotel spyware monitoring srinu browser sessions on LAPTOP-HOD-CSE [evt=907347 device=LAB-PC-73]
train,spyware,Spyware family Pegasus privacy exfiltration of messages and location [user=demo confidence=high]
train,spyware,Stalkerware WebWatcher uploading screenshots from 10.87.54.9 [proto=TCP user=labtech]
train,spyware,Pegasus spyware privacy exfiltration of contacts and location from the phone
train,spyware,Stalkerware on WS-FINANCE-12 captured screen telemetry and browser sessions for helpdesk [confidence=high device=PC-LIBRARY-03]
train,spyware,DarkHotel spyware plus WebWatcher screenshots uploaded toward 172.16.8.90 [source=Proxy device=LAPTOP-HR04]
train,spyware,Mobile spyware Pegasus exfiltrating messages to an unknown C2 [ts=2026-02-23T17:24Z sensor=usb]
train,spyware,Privacy spyware monitoring nurse location and contacts on VM-SOC-LAB-11 [user=librarian device=NURSE-STATION-2]
train,spyware,Stalkerware WebWatcher screen capture spyware uploading telemetry from VM-STUDENT-09 [confidence=high source=Network IDS]
train,spyware,"Pegasus spyware exfiltrating messages, contacts, and location to unknown C2"
train,spyware,DarkHotel spyware monitoring browser sessions and cookies for librarian [source=Proxy evt=290046]
train,spyware,Privacy exfiltration spyware on the phone: Pegasus family toward 198.51.100.22 [ts=2026-04-18T09:29Z proto=FILE]
train,spyware,Spyware Pegasus exfiltrating contacts messages location from mobile endpoint
train,spyware,Screen capture spyware stalkerware telemetry to unknown C2 [user=registrar source=Auth]
train,spyware,DarkHotel spyware monitoring warden browser sessions on LAB-PC-27 [confidence=critical user=finance]
train,spyware,Spyware family Pegasus privacy exfiltration of messages and location
train,spyware,Stalkerware WebWatcher uploading screenshots from 10.87.54.218 [evt=274060 user=nurse]
train,spyware,Pegasus spyware privacy exfiltration of contacts and location from the phone [ts=2026-03-13T22:00Z sensor=dns]
train,spyware,Stalkerware on LAPTOP-HOD-CSE captured screen telemetry and browser sessions for principal
train,spyware,DarkHotel spyware plus WebWatcher screenshots uploaded toward 10.87.54.9 [proto=TCP sensor=sysmon]
train,spyware,Mobile spyware Pegasus exfiltrating messages to an unknown C2 [user=registrar sensor=usb]
train,spyware,Privacy spyware monitoring nurse location and contacts on LAPTOP-HOD-CSE [source=Network IDS sensor=dns]
train,spyware,Stalkerware WebWatcher screen capture spyware uploading telemetry from PC-LAB-NET-14 [sensor=usb ts=2026-01-27T22:37Z]
train,spyware,"Pegasus spyware exfiltrating messages, contacts, and location to unknown C2"
train,spyware,DarkHotel spyware monitoring browser sessions and cookies for warden [proto=SMTP device=LAB-PC-72]
train,spyware,Privacy exfiltration spyware on the phone: Pegasus family toward 198.51.100.22 [proto=SMB ts=2026-08-26T06:43Z]
train,spyware,Spyware Pegasus exfiltrating contacts messages location from mobile endpoint [user=warden sensor=proxy]
train,spyware,Screen capture spyware stalkerware telemetry to unknown C2
train,spyware,DarkHotel spyware monitoring nurse browser sessions on PC-LIBRARY-03 [sensor=usb source=Remote Agent]
train,spyware,Spyware family Pegasus privacy exfiltration of messages and location
train,spyware,Stalkerware WebWatcher uploading screenshots from 172.16.8.90 [sensor=agent evt=619725]
train,spyware,Pegasus spyware privacy exfiltration of contacts and location from the phone [user=hr evt=791201]
train,spyware,Stalkerware on WS-ACCOUNTS-04 captured screen telemetry and browser sessions for demo [proto=SMTP ts=2026-06-16T16:02Z]
train,spyware,DarkHotel spyware plus WebWatcher screenshots uploaded toward 10.87.54.9 [sensor=proxy confidence=medium]
train,spyware,Mobile spyware Pegasus exfiltrating messages to an unknown C2 [sensor=sysmon proto=SMTP]
train,spyware,Privacy spyware monitoring akash location and contacts on VM-PROJECT-03 [user=hr ts=2026-07-22T00:06Z]
train,spyware,Stalkerware WebWatcher screen capture spyware uploading telemetry from LAPTOP-HOD-CSE [device=LAB-PC-57 evt=785847]
train,spyware,"Pegasus spyware exfiltrating messages, contacts, and location to unknown C2"
train,spyware,DarkHotel spyware monitoring browser sessions and cookies for srinu
train,spyware,Privacy exfiltration spyware on the phone: Pegasus family toward 192.168.1.24
train,spyware,Spyware Pegasus exfiltrating contacts messages location from mobile endpoint [user=helpdesk source=Windows Event Log]
train,spyware,Screen capture spyware stalkerware telemetry to unknown C2
test,spyware,Pegasus spyware on the phone exfiltrating contacts and location to C2 [source=Proxy device=LAPTOP-HOD-CSE]
test,spyware,DarkHotel spyware captured nurse session cookies from VM-SOC-LAB-11 [device=VM-PROJECT-03 proto=SMB]
test,spyware,Pegasus spyware on the phone exfiltrating contacts and location to C2 [device=PC-LIBRARY-03 confidence=critical]
test,spyware,DarkHotel spyware captured finance session cookies from PC-LAB-NET-14 [confidence=medium source=EDR]
test,spyware,Pegasus spyware on the phone exfiltrating contacts and location to C2 [sensor=agent user=finance]
test,spyware,DarkHotel spyware captured akash session cookies from WS-EXAM-CELL
test,spyware,Pegasus spyware on the phone exfiltrating contacts and location to C2 [user=demo source=Windows Event Log]
test,spyware,DarkHotel spyware captured principal session cookies from LAB-PC-07 [confidence=critical user=demo]
test,spyware,Pegasus spyware on the phone exfiltrating contacts and location to C2
test,spyware,DarkHotel spyware captured nurse session cookies from VM-PROJECT-03 [evt=498134 proto=HTTPS]
train,adware,Adware Bundlore browser hijacker injecting popup ads [ts=2026-07-14T03:42Z sensor=edr]
train,adware,Unwanted adware detection family Adware.Generic changing homepage [source=Auth sensor=usb]
train,adware,SearchProtect adware bundled with freeware on SRV-AD-01 [evt=648922 confidence=medium]
train,adware,Popup ads injector adware tracking installs for admin
train,adware,Browser hijacking adware reset search engine to unknown site [confidence=critical sensor=sysmon]
train,adware,Bundlore adware injected popup ads after a freeware install on LAB-PC-07 [device=LAB-PC-07 ts=2026-07-18T22:50Z]
train,adware,Adware.Generic PUP hijacked the homepage and search engine for warden [evt=217928 user=admin]
train,adware,SearchProtect adware bundled with offer-letter.docx.exe then changed Chrome search [ts=2026-07-20T18:22Z proto=FILE]
train,adware,Unwanted adware tracking installs and injecting popup ads on 10.87.54.220
train,adware,Browser hijacker adware Bundlore reset the start page on LAB-PC-54 [proto=UDP sensor=siem]
train,adware,Adware.Generic changing homepage after freeware bundled with decrypt_instructions.html [proto=TCP ts=2026-07-18T14:45Z]
train,adware,SearchProtect adware injected popup ads and reset the search engine
train,adware,Unwanted PUP adware tracking installs for registrar on LAPTOP-HOD-CSE [sensor=edr ts=2026-05-13T14:43Z]
train,adware,Browser hijacking adware Bundlore on 10.87.54.200 injecting popup ads [device=LAPTOP-HOD-CSE user=admin]
train,adware,Adware Bundlore browser hijacker injecting popup ads [user=librarian source=USB]
train,adware,Unwanted adware detection family Adware.Generic changing homepage [confidence=medium device=DESKTOP-988C9GL]
train,adware,SearchProtect adware bundled with freeware on LAB-PC-78 [proto=SMB user=faculty]
train,adware,Popup ads injector adware tracking installs for helpdesk
train,adware,Browser hijacking adware reset search engine to unknown site
train,adware,Bundlore adware injected popup ads after a freeware install on WS-EXAM-CELL
train,adware,Adware.Generic PUP hijacked the homepage and search engine for nurse
train,adware,SearchProtect adware bundled with decrypt_instructions.html then changed Chrome search
train,adware,Unwanted adware tracking installs and injecting popup ads on 10.87.54.31
train,adware,Browser hijacker adware Bundlore reset the start page on LAPTOP-HR04 [sensor=usb evt=489800]
train,adware,Adware.Generic changing homepage after freeware bundled with winlogon.dll.bak
train,adware,SearchProtect adware injected popup ads and reset the search engine [user=nurse proto=TCP]
train,adware,Unwanted PUP adware tracking installs for faculty on DESKTOP-SBJAOKO [ts=2026-03-18T22:21Z proto=SMB]
train,adware,Browser hijacking adware Bundlore on 10.0.0.8 injecting popup ads
train,adware,Adware Bundlore browser hijacker injecting popup ads [evt=242847 user=faculty]
train,adware,Unwanted adware detection family Adware.Generic changing homepage [sensor=mail source=Laptop Mail Guard]
train,adware,SearchProtect adware bundled with freeware on WS-FINANCE-12 [device=LAPTOP-FACULTY-2 sensor=ids]
train,adware,Popup ads injector adware tracking installs for helpdesk
train,adware,Browser hijacking adware reset search engine to unknown site
train,adware,Bundlore adware injected popup ads after a freeware install on LAPTOP-HOD-CSE [user=demo sensor=dns]
train,adware,Adware.Generic PUP hijacked the homepage and search engine for warden [evt=486456 confidence=high]
train,adware,SearchProtect adware bundled with salary-review.doc.exe then changed Chrome search [ts=2026-04-27T17:40Z proto=HTTPS]
train,adware,Unwanted adware tracking installs and injecting popup ads on 10.87.54.195 [sensor=agent user=srinu]
train,adware,Browser hijacker adware Bundlore reset the start page on VM-STUDENT-09
train,adware,Adware.Generic changing homepage after freeware bundled with payroll-2026.xls.exe
train,adware,SearchProtect adware injected popup ads and reset the search engine [evt=911113 device=PC-LIBRARY-03]
train,adware,Unwanted PUP adware tracking installs for hr on PC-LAB-NET-14
train,adware,Browser hijacking adware Bundlore on 10.87.54.31 injecting popup ads [sensor=agent ts=2026-04-18T08:11Z]
train,adware,Adware Bundlore browser hijacker injecting popup ads
train,adware,Unwanted adware detection family Adware.Generic changing homepage
train,adware,SearchProtect adware bundled with freeware on WS-ACCOUNTS-04 [sensor=siem device=WS-FINANCE-12]
train,adware,Popup ads injector adware tracking installs for finance [device=NURSE-STATION-2 sensor=agent]
train,adware,Browser hijacking adware reset search engine to unknown site
train,adware,Bundlore adware injected popup ads after a freeware install on LAB-PC-10 [proto=UDP source=Remote Agent]
train,adware,Adware.Generic PUP hijacked the homepage and search engine for demo [user=finance source=DNS]
train,adware,SearchProtect adware bundled with resume.docx.exe then changed Chrome search [device=NURSE-STATION-2 user=hr]
train,adware,Unwanted adware tracking installs and injecting popup ads on 172.16.8.90
train,adware,Browser hijacker adware Bundlore reset the start page on KIOSK-FRONT-2
train,adware,Adware.Generic changing homepage after freeware bundled with offer-letter.docx.exe
train,adware,SearchProtect adware injected popup ads and reset the search engine [proto=FILE user=finance]
train,adware,Unwanted PUP adware tracking installs for hr on WS-FINANCE-12
train,adware,Browser hijacking adware Bundlore on 10.87.54.152 injecting popup ads [user=nurse ts=2026-07-10T15:28Z]
train,adware,Adware Bundlore browser hijacker injecting popup ads [sensor=ids source=Proxy]
train,adware,Unwanted adware detection family Adware.Generic changing homepage
train,adware,SearchProtect adware bundled with freeware on DESKTOP-SBJAOKO [ts=2026-01-16T20:04Z device=LAB-PC-40]
train,adware,Popup ads injector adware tracking installs for nurse [sensor=agent evt=522818]
train,adware,Browser hijacking adware reset search engine to unknown site [ts=2026-06-11T10:20Z confidence=critical]
train,adware,Bundlore adware injected popup ads after a freeware install on WS-ACCOUNTS-04
train,adware,Adware.Generic PUP hijacked the homepage and search engine for helpdesk [confidence=medium user=nurse]
train,adware,SearchProtect adware bundled with ticket.pdf.bat then changed Chrome search
train,adware,Unwanted adware tracking installs and injecting popup ads on 10.87.54.85
train,adware,Browser hijacker adware Bundlore reset the start page on MAIL-GW-1 [confidence=medium sensor=ids]
train,adware,Adware.Generic changing homepage after freeware bundled with setup.exe [ts=2026-07-26T01:57Z sensor=sysmon]
train,adware,SearchProtect adware injected popup ads and reset the search engine [sensor=sysmon evt=693304]
train,adware,Unwanted PUP adware tracking installs for faculty on WS-FINANCE-12
train,adware,Browser hijacking adware Bundlore on 10.87.54.79 injecting popup ads
train,adware,Adware Bundlore browser hijacker injecting popup ads
train,adware,Unwanted adware detection family Adware.Generic changing homepage [source=DNS ts=2026-08-25T12:01Z]
train,adware,SearchProtect adware bundled with freeware on WS-ACCOUNTS-04 [source=Firewall device=PC-LIBRARY-03]
train,adware,Popup ads injector adware tracking installs for student [user=student source=Auth]
train,adware,Browser hijacking adware reset search engine to unknown site
train,adware,Bundlore adware injected popup ads after a freeware install on DESKTOP-988C9GL [evt=174126 user=warden]
train,adware,Adware.Generic PUP hijacked the homepage and search engine for registrar [proto=SMTP user=akash]
train,adware,SearchProtect adware bundled with camera_backup.zip.exe then changed Chrome search
train,adware,Unwanted adware tracking installs and injecting popup ads on 10.87.54.213
train,adware,Browser hijacker adware Bundlore reset the start page on LAB-PC-21 [device=KIOSK-FRONT-2 confidence=medium]
train,adware,Adware.Generic changing homepage after freeware bundled with resume.docx.exe [ts=2026-07-27T15:34Z sensor=agent]
train,adware,SearchProtect adware injected popup ads and reset the search engine [evt=112569 confidence=medium]
train,adware,Unwanted PUP adware tracking installs for cashier on KIOSK-FRONT-2 [sensor=edr user=labtech]
train,adware,Browser hijacking adware Bundlore on 192.168.1.24 injecting popup ads [confidence=high device=KIOSK-FRONT-2]
train,adware,Adware Bundlore browser hijacker injecting popup ads [sensor=siem proto=SMTP]
train,adware,Unwanted adware detection family Adware.Generic changing homepage [device=WS-EXAM-CELL ts=2026-02-21T06:29Z]
